loan_id,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,inquiries_last_12m,total_credit_limit,total_credit_utilized,num_historical_failed_to_pay,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,loan_status,risk_level,credit_utilization_ratio
4010,10,PA,Own,60000.0,Source Verified,7.45,0,1,160845.0,35145.0,0,0,Debt Consolidation,10000,36,7.96,A,Current,Medium Risk,0.21850228480835587
4011,2,AL,Rent,32000.0,Verified,4.5,0,0,13700.0,10116.0,0,0,Other,10000,60,13.59,C,Current,Medium Risk,0.7383941605839416
4012,10,GA,Mortgage,100000.0,Source Verified,11.93,0,2,342550.0,34156.0,0,0,Debt Consolidation,28775,36,12.61,C,Current,Medium Risk,0.09971099109619033
4013,4,NY,Mortgage,64600.0,Source Verified,27.23,1,0,59600.0,41660.0,0,0,Home Improvement,16800,36,17.09,D,Current,Medium Risk,0.6989932885906041
4014,6,CA,Mortgage,150000.0,Source Verified,13.89,0,12,134920.0,114997.0,2,2,Debt Consolidation,10000,36,12.62,C,Late (31-120 days),High Risk,0.8523347168692559
4015,6,FL,Own,25000.0,Source Verified,0.0,0,1,16200.0,0.0,0,0,Major Purchase,6000,36,13.58,C,Current,Medium Risk,0.0
4016,10,TX,Rent,39800.0,Verified,14.05,0,0,28400.0,15710.0,0,0,Home Improvement,35000,60,20.0,D,Current,Medium Risk,0.553169014084507
4017,4,TX,Rent,73000.0,Not Verified,24.33,0,1,90025.0,43031.0,0,0,Debt Consolidation,10000,36,5.31,A,Current,Medium Risk,0.47798944737572896
4018,3,CA,Rent,63288.0,Source Verified,22.24,0,1,60671.0,44704.0,0,0,Other,1500,36,17.47,D,Current,Medium Risk,0.7368264904155197
4019,2,KY,Rent,84000.0,Source Verified,7.06,0,2,53694.0,22809.0,0,0,Debt Consolidation,29000,36,11.98,B,Current,Medium Risk,0.42479606659962005
4020,6,MD,Own,63000.0,Not Verified,30.0,0,1,314313.0,98611.0,0,0,Debt Consolidation,20000,60,21.85,D,Late (31-120 days),High Risk,0.31373503482197684
4021,6,UT,Mortgage,116000.0,Source Verified,23.96,0,2,269307.0,134774.25,0,0,Home Improvement,15000,60,9.92,B,Current,Medium Risk,0.5004483730463746
4022,1,VA,Mortgage,60495.2,Source Verified,27.24,0,3,330254.0,50442.0,1,1,Debt Consolidation,5000,36,9.43,B,Current,Medium Risk,0.15273698426059942
4023,6,NY,Rent,28000.0,Source Verified,0.0,0,0,0.0,0.0,0,0,Major Purchase,2500,36,21.85,D,In Grace Period,High Risk,0.0
4024,10,MI,Mortgage,65000.0,Not Verified,15.68,0,3,150693.0,54268.0,0,0,Debt Consolidation,8000,36,12.62,C,Current,Medium Risk,0.3601228988738694
4025,7,MD,Own,106000.0,Verified,13.23,2,0,591484.375,85599.0,0,0,Debt Consolidation,11600,36,10.91,B,Current,Medium Risk,0.14471895390305112
4026,10,FL,Mortgage,145000.0,Source Verified,11.18,1,0,591484.375,57979.0,0,0,Car,30000,60,19.03,D,Current,Medium Risk,0.09802287676660944
4027,10,NY,Rent,53000.0,Verified,26.43,0,2,81862.0,32088.0,0,0,Debt Consolidation,18000,60,19.03,D,Current,Medium Risk,0.39197674134519067
4028,0,CA,Rent,105000.0,Not Verified,21.04,0,1,127666.0,129091.0,0,0,Credit Card,9000,36,9.44,B,Current,Medium Risk,1.0111619381824448
4029,1,NJ,Rent,115000.0,Not Verified,9.62,0,4,50672.0,38635.0,0,0,Debt Consolidation,14000,36,11.99,B,Current,Medium Risk,0.7624526365645722
4030,10,FL,Mortgage,38000.0,Source Verified,7.8,0,6,25700.0,4831.0,1,1,House,12000,36,7.97,A,Current,Medium Risk,0.18797665369649805
4031,1,IL,Rent,100000.0,Source Verified,12.59,0,8,59211.0,47055.0,0,0,Credit Card,13000,60,10.91,B,In Grace Period,High Risk,0.7947003090641942
4032,10,CA,Rent,79547.0,Source Verified,22.18,0,3,209978.0,134774.25,0,0,Medical,8000,36,13.59,C,Current,Medium Risk,0.6418493842212041
4033,3,WA,Mortgage,87500.0,Source Verified,10.64,0,0,37451.0,27604.0,0,0,Credit Card,20000,60,15.04,C,Current,Medium Risk,0.737069771167659
4034,0,ID,Rent,50000.0,Source Verified,7.24,0,0,45972.0,15227.0,0,0,Credit Card,5000,36,7.97,A,Fully Paid,Low Risk,0.33122335334551467
4035,1,WI,Rent,40000.0,Verified,35.67,0,2,80103.0,55626.0,0,0,Debt Consolidation,8000,36,13.58,C,Current,Medium Risk,0.6944309201902551
4036,3,OH,Mortgage,54625.0,Source Verified,24.67,1,0,54473.0,40718.0,0,0,Credit Card,16000,36,5.31,A,Current,Medium Risk,0.7474895819947497
4037,8,SC,Mortgage,83000.0,Source Verified,30.1,0,3,73180.0,51354.0,0,0,Credit Card,35000,60,19.03,D,Current,Medium Risk,0.7017491117791747
4038,10,KS,Mortgage,64000.0,Source Verified,20.81,0,1,107367.0,40410.0,0,0,Debt Consolidation,15000,36,11.99,B,Current,Medium Risk,0.3763726284612591
4039,3,ME,Mortgage,87500.0,Source Verified,14.33,0,5,415096.0,58663.0,1,1,Debt Consolidation,20000,60,9.93,B,Current,Medium Risk,0.1413239347042612
4040,10,CA,Rent,95000.0,Source Verified,17.05,0,4,114575.0,49713.0,3,1,Credit Card,11000,36,5.32,A,Current,Medium Risk,0.4338904647610735
4041,4,MI,Mortgage,18000.0,Source Verified,22.4,0,0,29600.0,8702.0,1,1,Home Improvement,10000,60,15.04,C,Current,Medium Risk,0.2939864864864865
4042,3,CT,Mortgage,127000.0,Source Verified,21.33,0,0,97497.0,66231.0,0,0,Debt Consolidation,36000,36,10.42,B,Current,Medium Risk,0.6793132096372196
4043,6,CT,Rent,24525.0,Source Verified,8.76,0,1,11000.0,5835.0,0,0,Debt Consolidation,8000,36,12.61,C,Current,Medium Risk,0.5304545454545454
4044,1,CA,Rent,75000.0,Verified,0.4,0,1,4500.0,709.0,0,0,Other,40000,36,7.35,A,Current,Medium Risk,0.15755555555555556
4045,0,NY,Rent,63000.0,Not Verified,9.68,0,4,40423.0,23050.0,0,0,Credit Card,9600,36,23.87,E,Current,Medium Risk,0.5702199243005219
4046,3,FL,Rent,60000.0,Source Verified,1.71,0,8,35527.0,44661.0,0,0,Moving,5000,36,16.02,C,Current,Medium Risk,1.2571002336251302
4047,10,CA,Rent,44000.0,Not Verified,9.71,0,0,91776.0,45782.0,0,0,Debt Consolidation,13000,36,6.72,A,Current,Medium Risk,0.49884501394700137
4048,4,AZ,Rent,50000.0,Source Verified,1.7,0,3,38450.0,26991.0,0,0,Debt Consolidation,7200,36,10.42,B,Current,Medium Risk,0.7019765929778934
4049,7,IL,Rent,50000.0,Verified,35.77,1,5,112343.0,99615.0,0,0,Debt Consolidation,12800,36,21.45,D,Current,Medium Risk,0.8867041115156262
4050,7,CA,Rent,65000.0,Not Verified,18.37,0,2,56450.0,38553.0,1,1,Debt Consolidation,20000,60,16.02,C,Current,Medium Risk,0.6829583702391497
4051,7,MO,Mortgage,71240.0,Not Verified,30.15,0,3,275458.0,113642.0,0,0,Credit Card,17000,36,7.96,A,Current,Medium Risk,0.4125565421951804
4052,0,MA,Rent,22244.0,Source Verified,20.4,0,1,17973.0,12594.0,0,0,Credit Card,6025,36,12.61,C,Current,Medium Risk,0.7007177432815891
4053,0,NJ,Mortgage,170000.0,Verified,3.77,3,1,591484.375,111239.0,0,0,House,21000,60,12.61,C,Late (16-30 days),High Risk,0.18806752080306433
4054,6,NC,Own,75000.0,Verified,27.19,0,0,233003.0,119150.0,0,0,Debt Consolidation,32000,60,9.43,B,Current,Medium Risk,0.5113668064359687
4055,6,MD,Mortgage,32000.0,Verified,31.32,1,0,48358.0,17209.0,0,0,Debt Consolidation,10000,36,14.07,C,Current,Medium Risk,0.3558666611522395
4056,0,NC,Rent,39000.0,Source Verified,2.09,0,1,55128.0,72049.0,0,0,Medical,6200,36,13.59,C,Current,Medium Risk,1.3069402118705558
4057,7,FL,Mortgage,73000.0,Source Verified,22.78,0,2,330937.0,61210.0,0,0,Home Improvement,30000,60,17.47,D,Current,Medium Risk,0.18495967510432498
4058,6,MN,Mortgage,74000.0,Source Verified,21.9,0,1,317711.0,46803.0,0,0,Home Improvement,2200,36,12.61,C,Current,Medium Risk,0.1473131241914822
4059,6,CA,Rent,7800.0,Not Verified,32.0,0,2,9600.0,6106.0,1,1,Credit Card,10000,36,16.02,C,Current,Medium Risk,0.6360416666666666
4060,10,MO,Mortgage,67000.0,Verified,33.7,0,0,203734.0,40310.0,0,0,Debt Consolidation,30000,60,18.45,D,Current,Medium Risk,0.1978560279580237
4061,4,NJ,Mortgage,40000.0,Not Verified,13.68,0,3,163465.0,11734.0,0,0,Credit Card,10000,36,10.91,B,Current,Medium Risk,0.07178295047869575
4062,10,TX,Rent,145000.0,Source Verified,24.75,1,1,244929.0,75961.0,0,0,Credit Card,27000,60,7.97,A,Current,Medium Risk,0.31013477375076043
4063,0,MN,Mortgage,90000.0,Verified,22.17,2,8,341648.0,50585.0,0,0,Credit Card,20000,36,15.04,C,Fully Paid,Low Risk,0.14806174776378025
4064,10,NY,Rent,80000.0,Source Verified,20.27,0,0,64566.0,54131.0,0,0,Credit Card,12000,60,21.45,D,Current,Medium Risk,0.8383824303813152
4065,1,TX,Own,30000.0,Verified,37.4,0,1,52297.0,27277.0,0,0,Debt Consolidation,5000,36,16.01,C,Current,Medium Risk,0.5215786756410502
4066,7,WA,Mortgage,98000.0,Not Verified,17.83,1,0,546050.0,56980.0,0,0,Medical,6000,36,11.98,B,Current,Medium Risk,0.1043494185514147
4067,3,MI,Rent,43000.0,Source Verified,25.73,0,0,35803.0,24927.0,0,0,Debt Consolidation,15000,36,13.59,C,Current,Medium Risk,0.6962265731921906
4068,5,MD,Rent,70000.0,Source Verified,11.85,0,2,150119.0,134774.25,0,0,Debt Consolidation,3500,36,6.71,A,Current,Medium Risk,0.8977827590111844
4069,0,IL,Rent,42000.0,Not Verified,19.31,0,1,52727.0,31315.0,1,1,Credit Card,7325,36,10.91,B,Current,Medium Risk,0.5939082443529881
4070,10,NJ,Rent,35000.0,Not Verified,9.91,0,1,39000.0,11449.0,0,0,Debt Consolidation,12000,36,7.96,A,Current,Medium Risk,0.2935641025641026
4071,10,TX,Own,36000.0,Not Verified,31.96,0,0,57147.0,33254.0,1,0,Debt Consolidation,12000,36,10.42,B,Current,Medium Risk,0.5819028120461267
4072,10,GA,Mortgage,50000.0,Not Verified,8.93,0,2,167700.0,32981.0,0,0,Debt Consolidation,5000,36,7.35,A,Current,Medium Risk,0.19666666666666666
4073,1,TX,Mortgage,50000.0,Not Verified,37.28,0,5,86063.0,59455.0,0,0,Vacation,5000,36,16.02,C,Current,Medium Risk,0.6908311353310946
4074,0,FL,Mortgage,67000.0,Not Verified,19.25,1,3,72964.0,35985.0,0,0,Credit Card,18000,36,16.01,C,Current,Medium Risk,0.4931884216874075
4075,1,CA,Rent,23000.0,Source Verified,5.58,0,1,3500.0,2799.0,0,0,Credit Card,3000,36,13.58,C,Current,Medium Risk,0.7997142857142857
4076,6,LA,Own,28000.0,Source Verified,8.66,0,2,4200.0,1668.0,0,0,Major Purchase,5000,36,10.42,B,Current,Medium Risk,0.39714285714285713
4077,3,NY,Own,62000.0,Source Verified,27.43,0,1,90205.0,56065.0,0,0,Debt Consolidation,40000,60,14.07,C,Current,Medium Risk,0.6215287400920126
4078,0,OH,Rent,69000.0,Not Verified,23.93,0,0,113069.0,79563.0,0,0,Car,3500,36,7.97,A,Current,Medium Risk,0.7036676719525246
4079,3,TX,Rent,80000.0,Verified,11.13,0,1,35850.0,12757.0,1,1,Debt Consolidation,40000,36,11.99,B,Current,Medium Risk,0.35584379358437934
4080,10,OR,Mortgage,55000.0,Source Verified,21.53,0,1,56790.0,32950.0,0,0,Credit Card,32000,36,13.59,C,Current,Medium Risk,0.580207783060398
4081,2,KY,Mortgage,110000.0,Not Verified,0.95,0,0,192647.0,2944.0,0,0,Home Improvement,6000,36,7.34,A,Current,Medium Risk,0.01528183672727839
4082,5,FL,Mortgage,70000.0,Not Verified,34.27,0,2,546981.0,63220.0,0,0,Credit Card,12000,36,15.04,C,Current,Medium Risk,0.115579883030672
4083,10,TX,Mortgage,160000.0,Not Verified,27.58,0,0,291309.0,77225.0,0,0,Home Improvement,25000,60,12.62,C,Current,Medium Risk,0.2650965126377832
4084,4,WV,Rent,75000.0,Source Verified,9.44,0,4,43332.0,31897.0,0,0,Debt Consolidation,25000,36,19.42,D,Current,Medium Risk,0.7361072648389181
4085,4,FL,Rent,70000.0,Not Verified,11.02,0,0,40529.0,16007.0,0,0,Credit Card,5500,36,9.43,B,Current,Medium Risk,0.3949517629351822
4086,10,GA,Mortgage,55000.0,Verified,50.91,0,0,353600.0,66115.0,0,0,Credit Card,10400,36,16.02,C,Current,Medium Risk,0.18697680995475113
4087,5,VA,Rent,59390.0,Not Verified,11.86,0,0,67237.0,67615.0,0,0,Credit Card,9000,36,7.34,A,Current,Medium Risk,1.0056219046060948
4088,6,CA,Mortgage,35000.0,Verified,45.75,0,1,336340.0,52079.0,0,0,Credit Card,19800,60,14.07,C,Current,Medium Risk,0.15484034013200929
4089,10,AZ,Mortgage,169000.0,Not Verified,13.15,0,2,591484.375,68514.0,0,0,Debt Consolidation,25000,36,5.31,A,Current,Medium Risk,0.11583399815083872
4090,0,NY,Rent,40000.0,Source Verified,1.5,0,1,33000.0,1160.0,0,0,Debt Consolidation,10000,36,6.71,A,Current,Medium Risk,0.03515151515151515
4091,9,TX,Own,60000.0,Not Verified,14.71,0,0,101934.0,29884.0,0,0,Debt Consolidation,25000,60,7.35,A,Current,Medium Risk,0.29317009045068376
4092,5,WA,Rent,67000.0,Source Verified,7.29,0,1,30884.0,11458.0,0,0,Debt Consolidation,25000,36,6.08,A,Current,Medium Risk,0.3710011656521176
4093,7,NY,Own,130000.0,Not Verified,15.26,0,2,125441.0,54929.0,0,0,Credit Card,19000,36,6.71,A,Current,Medium Risk,0.4378871341905756
4094,10,NY,Mortgage,170000.0,Source Verified,16.0,0,0,489407.0,78746.0,0,0,Credit Card,40000,60,5.32,A,Current,Medium Risk,0.16090084530871035
4095,2,CA,Rent,69000.0,Not Verified,6.96,0,0,60200.0,17596.0,0,0,Debt Consolidation,14400,36,6.08,A,Current,Medium Risk,0.2922923588039867
4096,4,TX,Mortgage,90000.0,Source Verified,24.84,0,1,281933.0,55725.0,0,0,Debt Consolidation,27000,60,5.32,A,Current,Medium Risk,0.19765334317018582
4097,9,VA,Rent,31500.0,Not Verified,31.13,0,3,73186.0,76079.0,0,0,Debt Consolidation,4800,36,16.02,C,Current,Medium Risk,1.0395294181947368
4098,7,AR,Rent,43000.0,Verified,33.1,0,4,86837.0,53137.0,1,1,Home Improvement,20400,60,21.45,D,Current,Medium Risk,0.6119165793383005
4099,10,PA,Own,40000.0,Not Verified,50.3,0,4,185484.0,129664.0,0,0,Debt Consolidation,19200,60,19.03,D,Current,Medium Risk,0.6990576006555822
4100,6,FL,Rent,20000.0,Source Verified,32.11,0,3,46540.0,29530.0,0,0,Other,5000,36,16.02,C,Current,Medium Risk,0.6345079501504083
4101,10,FL,Rent,54000.0,Verified,33.01,0,4,47857.0,37848.0,0,0,Debt Consolidation,12000,36,21.45,D,Current,Medium Risk,0.7908560921077377
4102,3,NY,Rent,120000.0,Source Verified,1.75,1,0,7000.0,1200.0,0,0,Debt Consolidation,30000,60,12.62,C,Current,Medium Risk,0.17142857142857143
4103,10,NJ,Own,91200.0,Source Verified,35.32,0,0,155779.0,89232.0,0,0,Debt Consolidation,30000,36,10.41,B,Current,Medium Risk,0.5728114829341567
4104,5,FL,Mortgage,75000.0,Verified,28.61,0,2,70767.0,55878.0,0,0,Debt Consolidation,28000,60,28.72,F,Current,Medium Risk,0.7896053245156641
4105,2,OH,Rent,50000.0,Source Verified,5.04,0,0,8600.0,7176.0,0,0,Debt Consolidation,12800,36,9.43,B,Current,Medium Risk,0.8344186046511628
4106,2,AK,Mortgage,21000.0,Source Verified,24.19,0,0,25300.0,17819.0,0,0,Credit Card,24000,36,10.42,B,Current,Medium Risk,0.7043083003952569
4107,1,NY,Rent,75000.0,Not Verified,5.39,0,0,36400.0,11435.0,0,0,Credit Card,12000,36,10.9,B,Current,Medium Risk,0.31414835164835164
4108,1,FL,Mortgage,57000.0,Source Verified,9.01,0,4,473454.0,17776.0,1,1,Debt Consolidation,13000,36,9.43,B,Current,Medium Risk,0.03754535815517453
4109,7,ID,Mortgage,33000.0,Source Verified,15.27,1,3,16787.0,8685.0,0,0,Debt Consolidation,10000,36,11.98,B,Current,Medium Risk,0.5173646273902425
4110,0,NV,Rent,75000.0,Not Verified,9.23,0,1,37685.0,32861.0,0,0,Debt Consolidation,21600,36,20.0,D,Current,Medium Risk,0.8719915085577816
4111,5,NJ,Rent,92000.0,Source Verified,7.08,0,2,42884.0,25358.0,0,0,Debt Consolidation,14000,36,9.43,B,Current,Medium Risk,0.5913161085719616
4112,2,AZ,Own,30000.0,Not Verified,22.24,0,2,34805.0,11267.0,0,0,Debt Consolidation,9600,36,10.41,B,Current,Medium Risk,0.3237178566297946
4113,8,NC,Rent,64000.0,Verified,12.51,0,3,286500.0,28261.0,0,0,Other,40000,60,9.43,B,Current,Medium Risk,0.09864223385689354
4114,1,SC,Rent,28000.0,Source Verified,24.86,0,1,21300.0,12569.0,2,0,Debt Consolidation,20000,36,9.44,B,Current,Medium Risk,0.590093896713615
4115,10,WA,Rent,170000.0,Source Verified,13.9,0,8,222830.0,134774.25,0,0,Other,12075,60,16.01,C,Current,Medium Risk,0.6048299151819773
4116,10,KY,Mortgage,120000.0,Source Verified,21.87,1,2,169367.0,110708.0,0,0,Debt Consolidation,25000,60,9.93,B,Current,Medium Risk,0.6536574421227276
4117,10,MD,Rent,25000.0,Verified,25.35,0,0,43700.0,14683.0,0,0,Credit Card,10000,36,12.62,C,Current,Medium Risk,0.3359954233409611
4118,7,MD,Rent,82000.0,Verified,20.27,0,5,168827.0,55997.0,1,1,Other,32000,36,16.01,C,Current,Medium Risk,0.33168272847352614
4119,3,CT,Rent,56000.0,Source Verified,21.52,0,7,68921.0,49657.0,0,0,Debt Consolidation,4500,36,21.45,D,Current,Medium Risk,0.7204915773131556
4120,2,MD,Mortgage,100000.0,Source Verified,8.62,4,2,439574.0,18060.0,0,0,Debt Consolidation,10000,36,7.96,A,Current,Medium Risk,0.04108523252057674
4121,3,WA,Rent,50000.0,Source Verified,13.39,0,0,44200.0,18507.0,0,0,Credit Card,23000,36,13.59,C,Current,Medium Risk,0.418710407239819
4122,10,CT,Mortgage,106000.0,Source Verified,28.6,0,12,144667.0,107363.0,0,0,Debt Consolidation,30800,36,13.59,C,Current,Medium Risk,0.7421388429980577
4123,5,VA,Rent,75000.0,Source Verified,18.64,0,0,51461.0,23448.0,0,0,Debt Consolidation,20000,36,7.34,A,Current,Medium Risk,0.4556460232020365
4124,6,ID,Mortgage,65000.0,Not Verified,17.57,0,4,127961.0,14440.0,0,0,Home Improvement,8000,36,18.45,D,Current,Medium Risk,0.11284688303467463
4125,6,CA,Own,35000.0,Not Verified,34.6,0,1,69327.0,25667.0,1,1,Debt Consolidation,7000,36,14.07,C,Current,Medium Risk,0.370230934556522
4126,10,MO,Rent,43930.0,Source Verified,27.27,0,8,70225.0,41945.0,1,1,Debt Consolidation,6000,36,12.61,C,Current,Medium Risk,0.5972944108223567
4127,10,CA,Rent,170000.0,Source Verified,6.62,0,4,53170.0,44911.0,1,1,Medical,28000,60,19.03,D,Current,Medium Risk,0.8446680458905398
4128,4,GA,Mortgage,56400.0,Source Verified,17.6,0,1,285357.0,18533.0,0,0,Credit Card,16000,36,11.98,B,Current,Medium Risk,0.06494671586819317
4129,6,AR,Rent,40743.25,Source Verified,27.3,0,2,47200.0,40586.0,0,0,Debt Consolidation,7325,36,21.85,D,Current,Medium Risk,0.8598728813559322
4130,3,LA,Own,30000.0,Source Verified,20.72,0,2,48400.0,16832.0,0,0,Credit Card,15000,36,12.62,C,Current,Medium Risk,0.3477685950413223
4131,4,TX,Mortgage,170000.0,Verified,21.92,0,0,440797.0,104822.0,0,0,Credit Card,25000,36,5.32,A,Current,Medium Risk,0.23780107396375202
4132,6,TX,Own,36000.0,Not Verified,29.03,1,0,98500.0,25381.0,0,0,Debt Consolidation,25825,36,19.42,D,Current,Medium Risk,0.2576751269035533
4133,4,TX,Mortgage,28000.0,Source Verified,6.73,1,1,32300.0,6199.0,0,0,Major Purchase,15600,60,16.01,C,Fully Paid,Low Risk,0.19191950464396285
4134,10,MN,Mortgage,139000.0,Source Verified,29.57,4,1,416561.0,129176.0,0,0,Credit Card,10000,60,11.99,B,Current,Medium Risk,0.31010104162415586
4135,6,NY,Own,15000.0,Source Verified,21.12,0,3,8313.0,4664.0,0,0,Credit Card,5000,36,20.0,D,Current,Medium Risk,0.561048959461085
4136,10,IL,Mortgage,120000.0,Source Verified,8.46,0,7,186129.0,32311.0,0,0,Debt Consolidation,13000,36,11.98,B,Current,Medium Risk,0.1735946574687448
4137,10,MA,Rent,73000.0,Verified,22.18,0,0,75002.0,54779.0,1,1,Debt Consolidation,15000,60,19.03,D,Current,Medium Risk,0.7303671902082611
4138,10,WA,Rent,65000.0,Not Verified,3.97,0,1,97362.0,14490.0,0,0,Major Purchase,6000,36,6.08,A,Current,Medium Risk,0.1488260306895914
4139,2,NY,Mortgage,82000.0,Source Verified,9.39,0,0,449244.0,74738.0,0,0,Debt Consolidation,1500,36,7.35,A,Current,Medium Risk,0.1663639358566837
4140,1,NH,Rent,50000.0,Source Verified,12.51,0,0,57979.0,26952.0,0,0,Other,8000,36,7.35,A,Current,Medium Risk,0.46485796581520894
4141,7,MN,Mortgage,120000.0,Source Verified,10.2,0,1,61778.0,30228.0,1,1,Home Improvement,30000,60,12.62,C,Current,Medium Risk,0.4893003982000065
4142,2,NY,Own,65000.0,Source Verified,30.71,0,0,144902.0,97741.0,0,0,Medical,8500,36,13.59,C,Current,Medium Risk,0.6745317524947896
4143,6,FL,Own,54000.0,Not Verified,36.61,0,5,335929.0,44980.0,0,0,Credit Card,7500,36,7.34,A,Current,Medium Risk,0.13389734140249873
4144,10,CA,Mortgage,170000.0,Source Verified,10.37,0,0,520265.0,99945.0,0,0,Other,3500,36,7.35,A,Current,Medium Risk,0.19210402391089157
4145,10,FL,Rent,34000.0,Not Verified,30.25,0,0,55396.0,17136.0,0,0,Debt Consolidation,6500,36,12.61,C,Current,Medium Risk,0.30933641418152935
4146,10,SC,Mortgage,101000.0,Source Verified,17.54,0,1,333021.0,80746.0,0,0,Debt Consolidation,23200,36,7.35,A,Current,Medium Risk,0.2424651898829203
4147,7,MI,Own,30000.0,Source Verified,10.88,1,1,8300.0,4478.0,0,0,Debt Consolidation,10000,36,15.05,C,Current,Medium Risk,0.5395180722891566
4148,8,CA,Mortgage,95000.0,Verified,16.79,0,1,366439.0,30675.0,1,1,Other,11200,60,18.45,D,Current,Medium Risk,0.08371106787214243
4149,2,AZ,Rent,29000.0,Not Verified,4.72,0,0,4400.0,2979.0,0,0,Credit Card,10000,60,18.45,D,Current,Medium Risk,0.6770454545454545
4150,10,CA,Rent,94000.0,Source Verified,19.27,0,0,127976.0,54567.0,0,0,Debt Consolidation,30000,36,7.96,A,Current,Medium Risk,0.42638463461899107
4151,8,FL,Rent,34000.0,Source Verified,17.05,0,0,75406.0,68211.0,0,0,Credit Card,8400,36,11.99,B,Current,Medium Risk,0.9045831896666048
4152,2,NY,Rent,80000.0,Not Verified,20.11,2,2,68615.0,30012.0,0,0,Medical,7750,36,20.0,D,Current,Medium Risk,0.43739707061138233
4153,2,CA,Rent,35000.0,Not Verified,20.51,0,3,31208.0,22913.0,0,0,Debt Consolidation,9100,36,25.82,E,Current,Medium Risk,0.7342027685208921
4154,6,MI,Mortgage,85000.0,Source Verified,10.65,0,5,182726.0,29075.0,0,0,Debt Consolidation,30000,36,11.98,B,Current,Medium Risk,0.15911802370762781
4155,10,CA,Rent,64000.0,Not Verified,15.47,0,2,55257.0,20118.0,0,0,Debt Consolidation,20675,60,13.59,C,Current,Medium Risk,0.3640805689776861
4156,2,FL,Rent,45000.0,Source Verified,29.28,0,3,106294.0,52724.0,0,0,Credit Card,16000,36,10.91,B,Current,Medium Risk,0.4960204715223813
4157,10,KS,Mortgage,120000.0,Not Verified,9.94,0,0,185498.0,55667.0,0,0,Debt Consolidation,25000,36,9.44,B,Current,Medium Risk,0.3000948797291615
4158,10,PA,Rent,58000.0,Verified,15.09,0,3,40819.0,22278.0,0,0,Other,12000,36,16.02,C,Fully Paid,Low Risk,0.5457752517210123
4159,2,MS,Mortgage,62000.0,Source Verified,3.43,0,3,27445.0,574.0,0,0,Other,5000,36,7.97,A,Current,Medium Risk,0.02091455638549827
4160,10,TN,Mortgage,100000.0,Not Verified,22.56,0,3,323045.0,61663.0,0,0,Credit Card,12000,36,5.32,A,Current,Medium Risk,0.19088052748069154
4161,10,FL,Mortgage,78132.55,Verified,4.68,0,1,119700.0,10545.0,1,1,Debt Consolidation,30000,36,10.41,B,Current,Medium Risk,0.0880952380952381
4162,2,MD,Mortgage,95000.0,Source Verified,15.16,0,0,489483.0,134774.25,0,0,Major Purchase,30000,60,12.62,C,Current,Medium Risk,0.27534000159351807
4163,1,CA,Mortgage,120000.0,Not Verified,9.34,1,1,186700.0,32934.0,0,0,Other,15000,60,10.9,B,Current,Medium Risk,0.17640064274236744
4164,10,FL,Mortgage,130000.0,Verified,25.32,0,5,364017.0,101088.0,0,0,Debt Consolidation,17325,36,15.05,C,Current,Medium Risk,0.2777013161473228
4165,8,MA,Rent,100000.0,Verified,9.16,1,2,44172.0,27826.0,0,0,Credit Card,20000,36,9.93,B,Current,Medium Risk,0.6299465724893598
4166,0,WA,Mortgage,56000.0,Not Verified,10.99,0,6,38258.0,27119.0,0,0,Debt Consolidation,7000,36,10.91,B,Current,Medium Risk,0.7088452088452089
4167,10,WA,Rent,105000.0,Verified,25.1,0,0,113706.0,84244.0,0,0,Credit Card,35000,60,13.58,C,Current,Medium Risk,0.7408931806588922
4168,10,GA,Rent,51000.0,Source Verified,17.08,0,5,49100.0,9274.0,1,1,Credit Card,16500,60,15.05,C,Current,Medium Risk,0.1888798370672098
4169,10,NM,Mortgage,72720.0,Source Verified,22.21,0,0,149969.0,29569.0,0,0,Debt Consolidation,14800,36,22.91,E,Current,Medium Risk,0.19716741459901713
4170,10,AZ,Mortgage,70000.0,Source Verified,14.49,0,2,43720.0,25029.0,0,0,Credit Card,6000,36,7.35,A,Current,Medium Risk,0.572483989021043
4171,4,CA,Mortgage,124800.0,Source Verified,14.17,0,3,490397.0,74450.0,0,0,Credit Card,40000,36,10.9,B,Current,Medium Risk,0.15181577375065508
4172,2,MN,Own,60000.0,Verified,15.62,0,9,203043.0,42383.0,0,0,Credit Card,6000,36,17.47,D,Current,Medium Risk,0.20873903557374546
4173,0,CA,Rent,70000.0,Not Verified,15.29,0,1,96800.0,30135.0,0,0,Debt Consolidation,15000,36,5.31,A,Current,Medium Risk,0.31131198347107436
4174,2,MD,Mortgage,120000.0,Source Verified,14.66,0,4,470486.0,41640.0,0,0,Debt Consolidation,30000,60,9.43,B,Current,Medium Risk,0.08850422754343382
4175,5,CA,Mortgage,117000.0,Not Verified,19.87,0,0,289762.0,60686.0,0,0,Other,19000,60,14.07,C,Current,Medium Risk,0.2094339492411013
4176,1,NC,Rent,57500.0,Source Verified,16.89,0,0,56010.0,35404.0,0,0,Credit Card,30000,36,10.41,B,Current,Medium Risk,0.6321014104624174
4177,5,AZ,Rent,40000.0,Source Verified,17.85,0,8,41378.0,29404.0,0,0,Other,1000,36,22.9,E,Current,Medium Risk,0.7106191696070375
